;XOVIS_TIME;UWB_TIME;UWB_X;UWB_Y;XOVIS_X;XOVIS_Y;XOVIS_PERSON_ID
529;1557995177411;1557995177251;309;2165;245;233;27984
530;1557995177711;1557995177609;423;2486;240;219;27984
531;1557995177914;1557995177609;423;2486;241;210;27984
532;1557995178214;1557995178159;623;2711;248;198;27984
533;1557995178411;1557995178338;635;2837;255;191;27984
534;1557995178720;1557995178713;662;2701;264;184;27984
535;1557995178952;1557995178891;767;2813;265;182;27984
536;1557995179221;1557995179071;889;2961;260;179;27984
537;1557995179416;1557995179256;803;2748;257;178;27984
538;1557995179714;1557995179627;817;2922;256;178;27984
539;1557995179916;1557995179806;815;2791;256;178;27984
540;1557995180232;1557995180177;742;2814;264;181;27984
541;1557995180511;1557995180352;795;2871;269;181;27984
542;1557995180710;1557995180540;849;2890;265;178;27984
543;1557995180919;1557995180905;818;2871;261;173;27984
544;1557995181213;1557995181094;949;2944;261;165;27984
545;1557995181408;1557995181277;1005;3017;263;163;27984
546;1557995181706;1557995181638;1104;3066;265;164;27984
547;1557995181912;1557995181638;1104;3066;266;164;27984
548;1557995182207;1557995182189;1335;3071;269;161;27984
549;1557995182410;1557995182374;1337;3091;273;157;27984
550;1557995182713;1557995182374;1337;3091;281;149;27984
551;1557995183011;1557995182928;1649;3132;290;145;27984
552;1557995183223;1557995183104;1753;3119;297;144;27984
553;1557995183411;1557995183284;1961;3094;307;146;27984
554;1557995183662;1557995183284;1961;3094;317;148;27984
555;1557995183925;1557995183284;1961;3094;330;150;27984
556;1557995184213;1557995184208;3035;2199;345;150;27984
557;1557995184415;1557995184385;2584;2565;352;151;27984
558;1557995184717;1557995184569;2513;2437;361;156;27984
559;1557995184910;1557995184569;2513;2437;366;163;27984
560;1557995185217;1557995185124;2625;2125;372;175;27984
561;1557995185410;1557995185306;2626;1991;376;184;27984
562;1557995185712;1557995185662;2597;1567;383;197;27984
563;1557995185912;1557995185856;2529;1473;385;205;27984
564;1557995186214;1557995186034;2442;1422;383;216;27984
565;1557995186419;1557995186404;2325;1307;381;223;27984
566;1557995186715;1557995186404;2325;1307;377;230;27984
567;1557995186915;1557995186767;2100;1718;375;234;27984
568;1557995187228;1557995187129;2069;1836;371;236;27984
569;1557995187417;1557995187320;2083;1948;369;234;27984
570;1557995187715;1557995187680;2088;2275;367;226;27984
571;1557995187912;1557995187862;2149;2323;365;219;27984
572;1557995188249;1557995187862;2149;2323;363;211;27984
573;1557995188409;1557995188408;2206;2494;360;205;27984
574;1557995188716;1557995188595;2359;2520;358;196;27984
575;1557995188917;1557995188789;2451;2472;359;191;27984
576;1557995189212;1557995189144;2493;2620;364;182;27984
577;1557995189445;1557995189336;2567;2614;369;173;27984
578;1557995189711;1557995189690;2627;2721;380;166;27984
579;1557995189926;1557995189877;3204;2054;386;166;27984
580;1557995190216;1557995190062;2632;2299;394;169;27984
581;1557995190411;1557995190241;2690;2228;399;171;27984
582;1557995190717;1557995190608;2744;2007;393;180;27984
583;1557995190909;1557995190796;2659;2078;387;187;27984
584;1557995191213;1557995190974;2644;1788;388;197;27984
585;1557995191420;1557995191335;2675;1469;390;205;27984
586;1557995191710;1557995191700;2494;1259;391;217;27984
587;1557995191909;1557995191885;2414;1414;389;224;27984
588;1557995192212;1557995192071;2222;1675;384;233;27984
589;1557995192412;1557995192251;2193;1293;379;237;27984
590;1557995192712;1557995192430;2074;1569;367;244;27984
591;1557995192919;1557995192801;2054;1440;358;246;27984
592;1557995193215;1557995193172;2147;1647;353;240;27984
593;1557995193413;1557995193351;2189;1882;355;237;27984
594;1557995193717;1557995193351;2189;1882;360;230;27984
595;1557995193919;1557995193899;2206;2175;360;222;27984
596;1557995194215;1557995194082;2282;2201;358;204;27984
597;1557995194413;1557995194255;2450;2256;359;195;27984
598;1557995194724;1557995194620;2447;2415;362;187;27984
599;1557995194913;1557995194805;2411;2596;364;181;27984
600;1557995195228;1557995195172;2253;2670;368;173;27984
601;1557995195407;1557995195358;2139;2739;366;167;27984
602;1557995195707;1557995195536;1953;2893;356;161;27984
603;1557995195915;1557995195908;1870;2900;348;159;27984
604;1557995196214;1557995196090;1624;2905;336;158;27984
605;1557995196407;1557995196263;1439;3068;327;156;27984
606;1557995196709;1557995196446;1412;3005;314;152;27984
607;1557995196919;1557995196819;1131;2895;307;150;27984
608;1557995197217;1557995197003;1019;2862;296;150;27984
609;1557995197447;1557995197370;834;2796;288;151;27984
610;1557995197728;1557995197548;764;2777;276;155;27984
611;1557995197913;1557995197548;764;2777;269;157;27984
612;1557995198215;1557995198101;608;2431;260;162;27984
613;1557995198414;1557995198282;529;2574;257;169;27984
614;1557995198717;1557995198655;418;2036;254;181;27984
615;1557995198918;1557995198655;418;2036;251;190;27984
616;1557995199213;1557995199207;271;1844;246;201;27984
617;1557995199418;1557995199382;578;1700;247;210;27984
618;1557995199715;1557995199382;578;1700;249;223;27984
619;1557995199923;1557995199382;578;1700;253;230;27984
620;1557995200211;1557995200119;619;1143;258;240;27984
621;1557995200411;1557995200299;780;1101;264;246;27984
622;1557995200715;1557995200671;935;937;276;252;27984
623;1557995200910;1557995200855;1081;918;281;254;27984
624;1557995201219;1557995201031;1176;737;291;256;27984
625;1557995201414;1557995201399;1390;907;298;256;27984
626;1557995201714;1557995201590;1779;599;310;256;27984
627;1557995201917;1557995201768;1679;953;318;255;27984
628;1557995202208;1557995201949;1718;1014;329;255;27984
629;1557995202408;1557995202312;1981;1213;335;253;27984
630;1557995202708;1557995202674;2073;1308;343;247;27984
631;1557995202909;1557995202868;2184;1406;347;242;27984
632;1557995203211;1557995203040;2192;1810;354;233;27984
633;1557995203410;1557995203040;2192;1810;358;224;27984
634;1557995203714;1557995203601;2307;2115;360;211;27984
635;1557995203916;1557995203784;2299;2191;361;203;27984
636;1557995204207;1557995204149;2264;2352;361;193;27984
637;1557995204409;1557995204333;2210;2603;359;185;27984
638;1557995204715;1557995204511;2055;2796;352;173;27984
639;1557995204924;1557995204875;1985;2963;349;167;27984
640;1557995205213;1557995205056;1925;2949;342;157;27984
641;1557995205448;1557995205248;1795;3043;335;153;27984
642;1557995205713;1557995205608;1464;3137;322;151;27984
643;1557995205918;1557995205793;1279;3116;314;151;27984
644;1557995206217;1557995205992;1142;2951;301;150;27984
645;1557995206415;1557995206353;486;2736;292;150;27984
646;1557995206713;1557995206353;486;2736;281;152;27984
647;1557995206910;1557995206905;692;2587;274;155;27984
648;1557995207213;1557995207085;700;2780;266;163;27984
649;1557995207409;1557995207275;557;2710;261;170;27984
650;1557995207713;1557995207634;449;2447;254;180;27984
651;1557995207927;1557995207831;323;2276;249;187;27984
652;1557995208213;1557995208185;293;1669;246;198;27984
653;1557995208409;1557995208374;289;1548;247;206;27984
654;1557995208722;1557995208557;371;1673;249;218;27984
655;1557995208915;1557995208742;431;1525;252;227;27984
656;1557995209225;1557995209098;612;828;257;239;27984
657;1557995209412;1557995209285;456;860;261;246;27984
658;1557995209710;1557995209472;645;1027;267;254;27984
659;1557995209912;1557995209828;999;989;274;256;27984
660;1557995210206;1557995210193;1215;753;290;256;27984
661;1557995210427;1557995210377;1331;856;299;256;27984
662;1557995210721;1557995210571;1413;1028;310;257;27984
663;1557995210915;1557995210757;1580;966;317;257;27984
664;1557995211215;1557995211114;1793;1033;327;255;27984
665;1557995211444;1557995211296;1889;1278;331;253;27984
666;1557995211715;1557995211490;1920;1350;336;244;27984
667;1557995211913;1557995211844;2093;1552;340;237;27984
668;1557995212210;1557995212029;2114;1582;345;227;27984
669;1557995212414;1557995212220;2083;1748;348;221;27984
670;1557995212707;1557995212582;2174;2169;352;212;27984
671;1557995212920;1557995212764;2074;2078;351;204;27984
672;1557995213213;1557995213128;2046;2556;347;193;27984
673;1557995213410;1557995213128;2046;2556;345;185;27984
674;1557995213715;1557995213495;1910;2756;341;174;27984
675;1557995213921;1557995213868;1842;2936;338;168;27984
676;1557995214212;1557995213868;1842;2936;331;159;27984
677;1557995214415;1557995214415;1407;3083;323;156;27984
678;1557995214710;1557995214598;1181;2923;310;153;27984
679;1557995214909;1557995214778;1078;2910;303;151;27984
680;1557995215216;1557995215148;867;3116;291;150;27984
681;1557995215409;1557995215148;867;3116;283;149;27984
682;1557995215715;1557995215515;725;2697;274;154;27984
683;1557995215918;1557995215882;638;2637;270;162;27984
684;1557995216212;1557995216066;605;2691;263;169;27984
685;1557995216418;1557995216244;557;2593;258;173;27984
686;1557995216710;1557995216606;550;2139;254;184;27984
687;1557995216919;1557995216796;413;2082;252;193;27984
688;1557995217215;1557995216975;519;1655;250;201;27984
689;1557995217408;1557995216975;519;1655;249;205;27984
690;1557995217719;1557995217710;724;1420;250;213;27984
691;1557995217909;1557995217893;838;1577;252;219;27984
692;1557995218211;1557995218071;906;1608;254;224;27984
693;1557995218415;1557995218260;777;1958;254;224;27984
694;1557995218717;1557995218621;763;2197;253;219;27984
695;1557995218916;1557995218808;780;2293;254;213;27984
696;1557995219210;1557995219177;898;2581;257;204;27984
697;1557995219417;1557995219360;806;2550;261;198;27984
698;1557995219712;1557995219360;806;2550;269;190;27984
699;1557995219911;1557995219360;806;2550;272;187;27984
700;1557995220215;1557995220099;871;2638;264;185;27984
701;1557995220417;1557995220280;871;2664;260;185;27984
702;1557995220712;1557995220652;894;2548;259;185;27984
703;1557995220944;1557995220830;849;2655;259;185;27984
704;1557995221210;1557995221200;843;2659;259;185;27984
705;1557995221446;1557995221381;829;2530;259;186;27984
706;1557995221713;1557995221569;847;2511;258;186;27984
707;1557995221914;1557995221746;821;2682;258;186;27984
708;1557995222209;1557995222114;839;2500;258;187;27984
709;1557995222411;1557995222296;830;2571;259;187;27984
710;1557995222716;1557995222655;852;2531;259;187;27984
711;1557995222910;1557995222844;876;2670;259;187;27984
712;1557995223218;1557995223216;835;2543;259;186;27984
713;1557995223415;1557995223391;840;2529;259;186;27984
714;1557995223718;1557995223568;846;2509;259;186;27984
715;1557995223917;1557995223754;789;2549;259;186;27984
716;1557995224210;1557995224118;796;2488;259;186;27984
717;1557995224412;1557995224301;804;2576;259;186;27984
718;1557995224718;1557995224669;791;2603;259;186;27984
719;1557995224909;1557995224850;791;2591;259;186;27984
720;1557995225237;1557995225222;818;2616;259;186;27984
721;1557995225413;1557995225396;827;2510;259;186;27984
722;1557995225708;1557995225584;845;2622;259;186;27984
723;1557995225907;1557995225764;827;2629;259;186;27984
724;1557995226214;1557995226133;839;2496;259;186;27984
725;1557995226427;1557995226319;818;2544;259;185;27984
726;1557995226727;1557995226684;824;2548;259;186;27984
727;1557995226918;1557995226869;833;2638;259;185;27984
728;1557995227213;1557995227052;846;2532;259;185;27984
729;1557995227407;1557995227232;815;2559;259;185;27984
730;1557995227716;1557995227598;834;2652;259;184;27984
731;1557995227908;1557995227783;834;2549;259;184;27984
732;1557995228213;1557995228153;830;2590;259;184;27984
733;1557995228415;1557995228336;821;2542;258;184;27984
734;1557995228718;1557995228712;820;2533;258;185;27984
735;1557995228915;1557995228883;839;2619;258;185;27984
736;1557995229217;1557995229065;843;2562;259;185;27984
737;1557995229415;1557995229246;816;2577;259;185;27984
738;1557995229713;1557995229613;784;2590;259;185;27984
739;1557995229919;1557995229790;790;2611;259;185;27984
740;1557995230214;1557995229790;790;2611;259;185;27984
741;1557995230411;1557995230338;803;2616;259;185;27984
742;1557995230708;1557995230338;803;2616;259;185;27984
743;1557995230909;1557995230711;788;2551;259;185;27984
744;1557995231213;1557995231071;829;2611;258;186;27984
745;1557995231411;1557995231259;850;2559;258;185;27984
746;1557995231736;1557995231626;828;2566;259;185;27984
747;1557995231916;1557995231626;828;2566;258;185;27984
748;1557995232223;1557995232167;834;2576;258;185;27984
749;1557995232407;1557995232167;834;2576;257;186;27984
750;1557995232712;1557995232541;833;2651;257;186;27984
751;1557995232914;1557995232899;805;2613;257;185;27984
752;1557995233213;1557995233092;783;2574;258;185;27984
753;1557995233419;1557995233092;783;2574;258;185;27984
754;1557995233718;1557995233092;783;2574;258;185;27984
755;1557995233908;1557995233092;783;2574;259;186;27984
756;1557995234217;1557995233092;783;2574;259;186;27984
757;1557995234414;1557995233092;783;2574;263;185;27984
758;1557995234708;1557995233092;783;2574;274;185;27984
759;1557995234944;1557995233092;783;2574;278;187;27984
760;1557995235212;1557995233092;783;2574;281;189;27984
761;1557995235412;1557995233092;783;2574;283;192;27984
762;1557995235715;1557995233092;783;2574;284;195;27984
763;1557995235915;1557995233092;783;2574;284;196;27984
764;1557995236212;1557995233092;783;2574;277;194;27984
765;1557995236415;1557995233092;783;2574;270;191;27984
766;1557995236713;1557995233092;783;2574;264;183;27984
767;1557995236914;1557995233092;783;2574;259;181;27984
768;1557995237213;1557995233092;783;2574;254;182;27984
769;1557995237421;1557995233092;783;2574;254;182;27984
770;1557995237712;1557995233092;783;2574;256;183;27984
771;1557995238012;1557995233092;783;2574;262;185;27984
772;1557995238210;1557995233092;783;2574;266;186;27984
773;1557995238408;1557995233092;783;2574;270;186;27984
774;1557995238724;1557995233092;783;2574;276;185;27984
775;1557995238911;1557995233092;783;2574;275;182;27984
776;1557995239210;1557995233092;783;2574;266;179;27984
777;1557995239425;1557995233092;783;2574;261;178;27984
778;1557995239712;1557995233092;783;2574;258;179;27984
779;1557995239913;1557995233092;783;2574;260;180;27984
780;1557995240222;1557995233092;783;2574;264;182;27984
781;1557995240412;1557995233092;783;2574;264;182;27984
782;1557995240710;1557995233092;783;2574;267;182;27984
783;1557995240914;1557995233092;783;2574;269;182;27984
784;1557995241208;1557995233092;783;2574;271;180;27984
785;1557995241416;1557995233092;783;2574;272;179;27984
786;1557995241715;1557995233092;783;2574;271;178;27984
787;1557995241910;1557995233092;783;2574;271;177;27984
788;1557995242218;1557995233092;783;2574;273;177;27984
789;1557995242407;1557995233092;783;2574;273;177;27984
790;1557995242718;1557995233092;783;2574;272;177;27984
791;1557995242915;1557995233092;783;2574;271;177;27984
792;1557995243215;1557995233092;783;2574;271;177;27984
793;1557995243407;1557995233092;783;2574;271;177;27984
794;1557995243720;1557995233092;783;2574;271;178;27984
795;1557995243926;1557995233092;783;2574;271;178;27984
796;1557995244219;1557995233092;783;2574;271;178;27984
797;1557995244412;1557995233092;783;2574;272;178;27984
798;1557995244707;1557995233092;783;2574;272;179;27984
799;1557995245013;1557995233092;783;2574;272;179;27984
800;1557995245218;1557995233092;783;2574;271;179;27984
801;1557995245407;1557995233092;783;2574;271;180;27984
802;1557995245714;1557995233092;783;2574;272;179;27984
803;1557995245911;1557995233092;783;2574;272;179;27984
804;1557995246212;1557995233092;783;2574;271;178;27984
805;1557995246414;1557995233092;783;2574;271;178;27984
806;1557995246714;1557995233092;783;2574;271;180;27984
807;1557995246917;1557995233092;783;2574;271;180;27984
808;1557995247215;1557995233092;783;2574;272;180;27984
809;1557995247410;1557995233092;783;2574;272;180;27984
810;1557995247710;1557995233092;783;2574;271;180;27984
811;1557995247909;1557995233092;783;2574;271;180;27984
812;1557995248218;1557995233092;783;2574;271;180;27984
813;1557995248410;1557995233092;783;2574;271;180;27984
814;1557995248723;1557995233092;783;2574;271;180;27984
815;1557995248943;1557995233092;783;2574;270;180;27984
816;1557995249212;1557995233092;783;2574;270;180;27984
817;1557995249407;1557995233092;783;2574;270;180;27984
818;1557995249713;1557995233092;783;2574;271;180;27984
819;1557995249907;1557995233092;783;2574;272;180;27984
820;1557995250212;1557995233092;783;2574;271;180;27984
821;1557995250416;1557995233092;783;2574;270;180;27984
822;1557995250715;1557995233092;783;2574;271;180;27984
823;1557995250915;1557995233092;783;2574;271;180;27984
824;1557995251216;1557995233092;783;2574;270;180;27984
825;1557995251415;1557995233092;783;2574;270;180;27984
826;1557995251711;1557995233092;783;2574;270;179;27984
827;1557995251914;1557995233092;783;2574;271;179;27984
828;1557995252216;1557995233092;783;2574;272;180;27984
829;1557995252414;1557995233092;783;2574;272;180;27984
830;1557995252711;1557995233092;783;2574;270;179;27984
831;1557995252911;1557995233092;783;2574;270;179;27984
832;1557995253210;1557995233092;783;2574;270;179;27984
833;1557995253410;1557995233092;783;2574;270;180;27984
834;1557995253672;1557995233092;783;2574;270;180;27984
835;1557995253929;1557995233092;783;2574;270;180;27984
836;1557995254213;1557995233092;783;2574;270;180;27984
837;1557995254418;1557995233092;783;2574;270;180;27984
838;1557995254708;1557995233092;783;2574;270;180;27984
839;1557995254917;1557995233092;783;2574;270;180;27984
840;1557995255216;1557995233092;783;2574;270;180;27984
841;1557995255409;1557995233092;783;2574;270;180;27984
842;1557995255716;1557995233092;783;2574;270;180;27984
843;1557995255911;1557995233092;783;2574;270;180;27984
844;1557995256212;1557995233092;783;2574;271;180;27984
845;1557995256421;1557995233092;783;2574;272;180;27984
846;1557995256717;1557995233092;783;2574;271;179;27984
847;1557995256916;1557995233092;783;2574;271;179;27984
848;1557995257209;1557995233092;783;2574;271;178;27984
849;1557995257409;1557995233092;783;2574;270;178;27984
850;1557995257709;1557995233092;783;2574;271;177;27984
851;1557995257915;1557995233092;783;2574;271;177;27984
852;1557995258223;1557995233092;783;2574;271;177;27984
853;1557995258451;1557995233092;783;2574;271;177;27984
854;1557995258714;1557995233092;783;2574;272;177;27984
855;1557995258922;1557995233092;783;2574;272;177;27984
856;1557995259207;1557995233092;783;2574;271;177;27984
857;1557995259414;1557995233092;783;2574;271;177;27984
858;1557995259708;1557995233092;783;2574;271;177;27984
859;1557995259918;1557995233092;783;2574;271;177;27984
860;1557995260215;1557995233092;783;2574;271;177;27984
861;1557995260407;1557995233092;783;2574;271;178;27984
862;1557995260707;1557995233092;783;2574;271;178;27984
863;1557995260914;1557995233092;783;2574;271;177;27984
864;1557995261213;1557995233092;783;2574;271;177;27984
865;1557995261426;1557995233092;783;2574;271;177;27984
866;1557995261707;1557995233092;783;2574;271;177;27984
867;1557995261909;1557995233092;783;2574;271;177;27984
868;1557995262209;1557995233092;783;2574;271;177;27984
869;1557995262408;1557995233092;783;2574;271;177;27984
870;1557995262716;1557995233092;783;2574;271;177;27984
871;1557995262913;1557995233092;783;2574;271;177;27984
872;1557995263219;1557995233092;783;2574;271;177;27984
873;1557995263408;1557995233092;783;2574;271;177;27984
874;1557995263715;1557995233092;783;2574;271;178;27984
875;1557995263907;1557995233092;783;2574;271;179;27984
876;1557995264242;1557995233092;783;2574;271;179;27984
877;1557995264427;1557995233092;783;2574;271;178;27984
878;1557995264710;1557995233092;783;2574;271;178;27984
879;1557995264912;1557995233092;783;2574;272;179;27984
880;1557995265210;1557995233092;783;2574;271;178;27984
881;1557995265410;1557995233092;783;2574;271;178;27984
882;1557995265710;1557995233092;783;2574;271;177;27984
883;1557995265915;1557995233092;783;2574;272;177;27984
884;1557995266210;1557995233092;783;2574;272;176;27984
885;1557995266413;1557995233092;783;2574;271;176;27984
886;1557995266711;1557995233092;783;2574;272;177;27984
887;1557995266909;1557995233092;783;2574;271;177;27984
888;1557995267215;1557995233092;783;2574;269;176;27984
889;1557995267513;1557995233092;783;2574;271;176;27984
890;1557995267657;1557995233092;783;2574;271;177;27984
891;1557995267913;1557995233092;783;2574;271;177;27984
892;1557995268208;1557995233092;783;2574;269;177;27984
893;1557995268408;1557995233092;783;2574;268;177;27984
894;1557995268720;1557995233092;783;2574;269;177;27984
895;1557995268914;1557995233092;783;2574;270;177;27984
896;1557995269217;1557995233092;783;2574;269;177;27984
897;1557995269407;1557995233092;783;2574;268;177;27984
898;1557995269722;1557995233092;783;2574;270;177;27984
899;1557995269915;1557995233092;783;2574;271;177;27984
900;1557995270210;1557995233092;783;2574;269;177;27984
901;1557995270410;1557995233092;783;2574;269;177;27984
902;1557995270714;1557995233092;783;2574;269;177;27984
903;1557995270914;1557995233092;783;2574;269;177;27984
904;1557995271210;1557995233092;783;2574;269;176;27984
905;1557995271412;1557995233092;783;2574;271;176;27984
906;1557995271716;1557995233092;783;2574;271;176;27984
907;1557995272012;1557995233092;783;2574;269;176;27984
908;1557995272212;1557995233092;783;2574;271;176;27984
909;1557995272412;1557995233092;783;2574;273;176;27984
910;1557995272707;1557995233092;783;2574;272;176;27984
911;1557995272908;1557995233092;783;2574;271;176;27984
912;1557995273210;1557995233092;783;2574;270;176;27984
913;1557995273409;1557995233092;783;2574;268;177;27984
914;1557995273716;1557995233092;783;2574;269;177;27984
915;1557995273920;1557995233092;783;2574;269;177;27984
916;1557995274212;1557995233092;783;2574;268;177;27984
917;1557995274414;1557995233092;783;2574;268;177;27984
918;1557995274712;1557995233092;783;2574;267;177;27984
919;1557995274920;1557995233092;783;2574;268;177;27984
920;1557995275208;1557995233092;783;2574;268;177;27984
921;1557995275514;1557995233092;783;2574;268;177;27984
922;1557995275715;1557995233092;783;2574;268;177;27984
923;1557995275921;1557995233092;783;2574;268;177;27984
924;1557995276213;1557995233092;783;2574;268;177;27984
925;1557995276418;1557995233092;783;2574;268;177;27984
926;1557995276710;1557995233092;783;2574;267;177;27984
927;1557995276911;1557995233092;783;2574;269;177;27984
928;1557995277218;1557995233092;783;2574;269;176;27984
929;1557995277410;1557995233092;783;2574;268;177;27984
930;1557995277711;1557995233092;783;2574;268;177;27984
931;1557995277910;1557995233092;783;2574;268;177;27984
932;1557995278206;1557995233092;783;2574;267;177;27984
933;1557995278515;1557995233092;783;2574;268;177;27984
934;1557995278721;1557995233092;783;2574;268;177;27984
935;1557995278911;1557995233092;783;2574;268;177;27984
936;1557995279208;1557995233092;783;2574;268;177;27984
937;1557995279407;1557995233092;783;2574;268;177;27984
938;1557995279717;1557995233092;783;2574;268;177;27984
